CompNo,StasName,Latitude,Longitude,timestamp,hour,Temperature,wind_speed,WindDir,Humidity,Pressure,solar_irradiance
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,10,14.6,3.7,254,60,"1,017.50",932.3
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,11,15.8,4.1,273,56,"1,018.00",991.61
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,12,15.5,5.2,255,58,"1,017.90",1139.87
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,13,15.4,5.5,250,53,"1,018.00",1157.14
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,14,15,5.6,243,49,"1,018.00",1032.2
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,15,14.5,6.2,243,56,"1,018.50",903.18
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,16,15.1,4.5,242,52,"1,019.30",669.12
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,17,14.3,4.1,238,56,"1,019.90",350.11
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,18,14.1,3,233,56,"1,020.50",117.93
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,19,11.8,0,0,65,"1,021.20",0
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,20,12.4,0,0,66,"1,021.90",0
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,21,12,1.2,14,75,"1,022.40",0
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,22,11.5,0,0,75,"1,022.70",0
213,CAPE TOWN WO,-33.96,18.6, 21-May-2021,23,10.5,1.5,26,81,"1,022.90",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,0,8.7,1.7,30,82,"1,022.80",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,1,8.9,2.8,41,88,"1,022.90",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,2,8.7,1.3,15,87,"1,023.10",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,3,7.4,2.4,52,89,"1,023.30",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,4,7.8,3.7,56,90,"1,022.80",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,5,7.5,2.9,39,89,"1,022.50",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,6,7,2.2,31,89,"1,022.60",114.21
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,7,6.2,1.5,47,89,"1,022.70",231.32
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,8,6.5,0,0,91,"1,023.00",472.59
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,9,9.4,0,0,90,"1,023.20",690.51
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,10,13.6,0,0,61,"1,023.10",959.52
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,11,14.8,0,0,46,"1,023.20",989.36
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,12,15.9,1.6,106,44,"1,022.70",1107.88
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,13,16.3,1.8,208,41,"1,021.60",1134.33
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,14,16.9,1.8,136,43,"1,020.30",1037.91
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,15,16.6,1.8,97,44,"1,019.60",949.4
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,16,16.3,2.9,158,46,"1,019.20",657.71
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,17,14.6,3.5,161,52,"1,019.10",349.79
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,18,11.7,2.9,160,66,"1,018.90",118.58
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,19,11,2.7,164,75,"1,019.20",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,20,9.9,2.2,184,78,"1,019.30",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,21,10.7,1.8,216,82,"1,019.20",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,22,9.3,0,0,84,"1,018.80",0
213,CAPE TOWN WO,-33.96,18.6, 22-May-2021,23,9.5,0,0,85,"1,018.60",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,0,7.5,0,0,87,"1,018.20",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,1,7.4,1.2,39,91,"1,017.90",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,2,6.9,2,49,92,"1,017.20",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,3,7.3,2,74,94,"1,016.40",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,4,7.1,1.3,62,93,"1,015.70",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,5,5.9,1.3,97,93,"1,015.20",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,6,7.2,1.5,84,90,"1,015.10",109.88
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,7,7.1,1.7,101,79,"1,014.70",237.97
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,8,8,0,0,76,"1,014.40",463.96
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,9,11.4,1.5,119,78,"1,014.30",665.79
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,10,17.3,2.8,85,40,"1,013.80",888.49
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,11,21,1.4,35,33,"1,013.60",1017.91
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,12,25.1,2.8,11,22,"1,012.80",1116.75
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,13,26.2,3.8,30,26,"1,011.90",1167.01
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,14,27.1,2.9,20,21,"1,011.20",1063.25
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,15,26.1,2.1,6,29,"1,010.70",960.65
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,16,23.8,2.3,141,30,"1,010.50",691.61
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,17,22.8,1.7,145,31,"1,010.30",333.1
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,18,19.1,1.2,97,45,"1,009.90",115.74
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,19,16.1,1.4,30,56,"1,010.00",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,20,15.5,2.6,36,61,"1,010.00",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,21,17.4,4.5,41,51,"1,009.40",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,22,16.4,3.4,26,54,"1,009.00",0
213,CAPE TOWN WO,-33.96,18.6, 23-May-2021,23,19.5,4.6,15,40,"1,008.70",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,0,18.7,2.7,13,38,"1,008.60",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,1,18.2,0,0,39,"1,008.50",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,2,16.4,0,0,44,"1,008.50",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,3,15.9,1.3,82,46,"1,008.00",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,4,15.7,1.2,338,51,"1,008.20",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,5,15.4,2.5,354,50,"1,008.00",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,6,16.3,5.5,327,44,"1,008.10",116.66
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,7,16.3,3.5,340,43,"1,008.20",222.12
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,8,18.5,4.8,14,37,"1,008.40",464.26
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,9,20,5.3,349,35,"1,009.10",658.37
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,10,19.2,3.8,335,43,"1,009.50",950.32
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,11,19.4,4.1,338,46,"1,010.30",1051.4
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,12,18.3,8.4,319,74,"1,010.30",1193.64
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,13,18.4,7.1,326,79,"1,010.70",1167.56
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,14,18.2,6.2,326,79,"1,010.50",1014.47
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,15,18.7,5.4,326,74,"1,010.50",953.51
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,16,18,5.2,322,74,"1,010.40",703.02
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,17,16.8,5.7,324,81,"1,010.40",345.78
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,18,15.9,5.2,320,87,"1,010.00",116.68
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,19,15.5,5.1,322,91,"1,011.10",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,20,15.2,4.9,344,92,"1,011.50",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,21,15.3,4.1,339,89,"1,011.90",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,22,15.2,4.7,338,89,"1,012.40",0
213,CAPE TOWN WO,-33.96,18.6, 24-May-2021,23,15.1,2.8,343,90,"1,012.80",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,0,15.3,3.2,360,89,"1,012.40",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,1,15.1,2.9,31,90,"1,012.60",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,2,15.3,3.1,38,89,"1,012.50",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,3,15.4,2.8,27,91,"1,012.50",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,4,15.1,1.8,338,94,"1,012.30",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,5,15.1,1.1,353,95,"1,012.20",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,6,15,0,0,96,"1,012.40",109.01
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,7,15.1,1.9,34,94,"1,012.80",233.69
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,8,15.2,2.7,344,96,"1,013.10",467.44
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,9,15.2,3.5,345,96,"1,013.80",686.28
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,10,15.5,4.4,339,97,"1,014.10",935.6
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,11,16,4,333,96,"1,014.10",1027.7
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,12,15.7,4.6,305,96,"1,014.50",1134.92
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,13,15.9,5.2,314,94,"1,014.10",1184.89
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,14,17.2,4.9,318,87,"1,013.50",986.71
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,15,16.8,4.7,310,85,"1,014.00",919.36
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,16,17.5,5,309,75,"1,014.10",671.02
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,17,16.8,5.1,314,72,"1,014.30",353.65
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,18,15.2,3.7,323,78,"1,015.00",118.08
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,19,14.6,3.6,314,82,"1,015.60",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,20,12.2,2.1,360,85,"1,016.00",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,21,11.7,3.6,349,86,"1,016.40",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,22,11.5,3.5,348,87,"1,016.30",0
213,CAPE TOWN WO,-33.96,18.6, 25-May-2021,23,12.5,2.2,358,87,"1,016.50",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,0,10.7,2.2,35,90,"1,016.20",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,1,12,3.3,30,89,"1,016.10",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,2,11.4,2.8,38,89,"1,016.00",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,3,12.5,3.4,30,88,"1,015.90",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,4,12.5,4.3,35,84,"1,015.70",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,5,12.9,4.2,31,82,"1,015.30",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,6,13.5,4.2,25,81,"1,015.70",114.99
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,7,12.8,4.6,34,82,"1,016.00",215.24
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,8,13,3.3,36,82,"1,016.40",460.17
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,9,14,3.7,37,79,"1,016.80",648.47
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,10,14.9,3.9,34,73,"1,016.90",863.49
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,11,17.3,3.5,38,69,"1,016.90",978.37
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,12,18.1,3.9,334,65,"1,016.00",1106.91
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,13,18.6,4.5,332,66,"1,015.10",1082.59
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,14,18.5,4.9,313,66,"1,014.40",974.67
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,15,18.1,5.7,301,65,"1,014.40",877.15
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,16,18,5.4,311,63,"1,014.10",654.81
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,17,17.3,3.9,330,69,"1,013.70",331.25
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,18,15.1,3.7,337,82,"1,013.10",113.28
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,19,14.4,2.3,332,88,"1,013.40",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,20,14.1,1.9,312,89,"1,013.50",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,21,12.6,1.4,133,94,"1,013.80",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,22,12.7,1.7,80,97,"1,012.80",0
213,CAPE TOWN WO,-33.96,18.6, 26-May-2021,23,12.4,1.4,64,100,"1,011.80",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,0,12.2,2,62,99,"1,011.10",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,1,12.1,1.2,265,95,"1,011.80",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,2,10.8,1.6,325,100,"1,011.40",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,3,10.7,2,51,96,"1,011.40",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,4,11.5,1.8,28,95,"1,011.00",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,5,11,1.7,22,94,"1,011.30",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,6,12,2.2,37,94,"1,010.90",112.06
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,7,11.8,2.1,10,93,"1,011.20",227
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,8,11.7,2.2,50,94,"1,011.30",432.63
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,9,13.7,2.4,58,81,"1,011.30",662.05
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,10,12.9,5.9,45,85,"1,011.20",917
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,11,16.8,5.6,9,81,"1,011.50",1033.69
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,12,17.5,6.2,351,73,"1,011.30",1133.85
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,13,17.8,7.8,321,69,"1,010.80",1119.28
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,14,17.6,8.4,325,74,"1,010.30",1037.23
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,15,17.3,9,326,74,"1,010.10",938.09
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,16,16.8,7.5,324,74,"1,010.60",645.81
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,17,16.5,7,329,73,"1,011.00",348.25
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,18,15.7,6.6,337,76,"1,011.10",115.46
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,19,15.8,7.6,344,77,"1,011.20",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,20,15.5,6.6,346,79,"1,011.80",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,21,15.7,8.5,342,78,"1,011.70",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,22,15.7,8.9,341,79,"1,012.30",0
213,CAPE TOWN WO,-33.96,18.6, 27-May-2021,23,15.8,5.3,18,78,"1,011.80",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,0,15.6,6.3,360,78,"1,011.80",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,1,14.5,6.9,351,91,"1,011.80",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,2,14.4,6,359,93,"1,011.50",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,3,14.3,5.4,8,93,"1,011.10",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,4,13.6,6.4,15,96,"1,010.80",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,5,14.4,6.8,359,95,"1,010.80",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,6,14.4,7.4,326,96,"1,010.80",116.19
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,7,14.8,6.5,329,96,"1,012.00",229.08
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,8,15,4.3,343,95,"1,012.00",440.4
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,9,15.7,5.1,355,94,"1,012.50",707.15
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,10,16.5,6.3,349,93,"1,012.90",922.29
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,11,17.4,6.4,349,90,"1,013.20",1019.08
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,12,18,8.1,335,87,"1,013.00",1092.21
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,13,17.8,8.3,332,86,"1,012.80",1124.89
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,14,17.8,7.9,330,85,"1,012.70",1015.75
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,15,17.7,8.3,328,86,"1,012.40",917.15
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,16,18.1,8.8,326,84,"1,012.50",692.63
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,17,17.5,8.6,325,87,"1,012.60",325.12
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,18,16.2,6.8,314,91,"1,013.20",107.25
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,19,15.5,4.7,313,94,"1,014.00",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,20,15.1,3,324,96,"1,014.40",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,21,14.2,2.8,330,97,"1,014.50",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,22,14.8,3.6,338,96,"1,014.70",0
213,CAPE TOWN WO,-33.96,18.6, 28-May-2021,23,14.8,3.8,338,94,"1,014.60",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,0,14.8,3.4,324,93,"1,014.90",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,1,14.5,3.2,340,94,"1,014.40",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,2,14.6,4,338,94,"1,014.00",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,3,14.8,3.4,344,91,"1,014.30",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,4,14.5,3.5,331,93,"1,014.50",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,5,14.4,3.6,328,93,"1,014.60",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,6,13.8,3.4,323,95,"1,014.40",109.83
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,7,14.3,4.5,332,94,"1,014.80",230.48
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,8,14.1,2.7,318,94,"1,015.30",433.52
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,9,14.7,3.9,325,90,"1,015.80",663.28
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,10,15.1,4.6,331,90,"1,016.10",880.04
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,11,15.6,3.8,326,89,"1,016.40",1009.24
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,12,17.5,4.7,306,80,"1,016.20",1169.33
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,13,17.7,4.4,308,71,"1,015.70",1171.79
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,14,18.3,4.3,278,72,"1,015.50",978.28
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,15,18.3,4.5,232,63,"1,015.50",904.93
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,16,18.3,5.2,232,61,"1,015.50",647.18
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,17,17.4,5.2,228,66,"1,015.90",336.05
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,18,16.7,3.7,232,72,"1,016.40",111.93
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,19,15,1.5,256,78,"1,016.80",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,20,14.9,0,0,81,"1,017.40",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,21,14.8,1.5,290,90,"1,017.80",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,22,13.5,1.5,95,92,"1,018.00",0
213,CAPE TOWN WO,-33.96,18.6, 29-May-2021,23,12.2,2,36,95,"1,018.10",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,0,12.3,3,43,94,"1,017.90",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,1,11.9,3.1,52,95,"1,017.80",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,2,11.3,2.4,45,96,"1,017.70",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,3,10.4,1.1,349,95,"1,018.20",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,4,10.2,2.1,32,98,"1,018.30",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,5,10.1,2.5,38,99,"1,018.10",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,6,10.1,2.8,50,99,"1,018.10",106.78
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,7,10,2.8,48,98,"1,018.10",220.26
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,8,9.5,2,14,98,"1,018.50",430.74
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,9,12.3,1.5,11,98,"1,018.90",661.48
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,10,14.4,1.5,337,90,"1,019.30",867.69
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,11,15.9,2.3,328,82,"1,019.10",1028.37
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,12,17.6,1.6,331,68,"1,017.90",1109.52
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,13,18.2,1.6,32,58,"1,016.70",1164.82
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,14,18.8,1.7,18,61,"1,015.50",992.56
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,15,18.6,2.3,328,59,"1,014.90",926.77
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,16,18.2,3.9,289,56,"1,015.30",697.32
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,17,17.4,3.6,299,56,"1,015.00",326.2
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,18,14.9,3.3,311,67,"1,014.90",115.25
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,19,13.3,2.8,336,74,"1,014.40",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,20,12.6,1.4,55,78,"1,015.00",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,21,11.3,0,0,85,"1,014.90",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,22,10.7,1.5,34,88,"1,014.20",0
213,CAPE TOWN WO,-33.96,18.6, 30-May-2021,23,10.6,2.7,59,92,"1,013.70",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,0,11.2,1.6,53,91,"1,013.60",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,1,10.7,1.7,47,94,"1,013.70",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,2,11.4,2,49,95,"1,013.30",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,3,12.3,4.6,46,93,"1,012.80",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,4,12.8,2.8,18,94,"1,012.80",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,5,12.7,1.2,21,96,"1,012.90",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,6,12.6,4,332,94,"1,012.50",115.1
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,7,11.9,3.5,333,90,"1,013.60",232.61
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,8,10.8,2.6,15,94,"1,014.30",456.38
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,9,12.3,3.2,44,92,"1,014.90",681.39
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,10,13.5,4,35,88,"1,015.60",878.86
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,11,14.7,3.7,30,83,"1,016.00",994.93
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,12,16.5,3.5,26,75,"1,016.00",1058.52
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,13,17.1,2.6,354,70,"1,015.60",1084.25
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,14,16,4.5,307,80,"1,015.50",959.46
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,15,14.9,2.4,299,89,"1,015.50",868.01
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,16,15.3,3,180,85,"1,015.80",642.75
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,17,13.9,3.4,181,93,"1,016.40",331.95
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,18,14.2,0,0,90,"1,016.90",116.14
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,19,14.1,1.1,345,92,"1,017.60",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,20,13.9,1.9,299,93,"1,018.00",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,21,13.2,1.9,312,95,"1,018.40",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,22,13.5,1.8,331,92,"1,018.70",0
213,CAPE TOWN WO,-33.96,18.6, 31-May-2021,23,12.3,1.2,13,97,"1,019.00",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jun-2021,0,10.7,1.2,360,98,"1,019.20",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jun-2021,1,11.1,1.9,26,99,"1,019.60",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jun-2021,2,11,2.3,46,99,"1,019.90",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jun-2021,3,11.2,2.8,49,99,"1,019.90",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jun-2021,4,10.8,2,28,99,"1,020.00",0
